variant,normal_score,flipped_score,antisym_score,symmetric_order_score,backbone,pair_index,dataset_index
attention_without_norm,2.4913322925567627,0.8310341835021973,0.8301490545272827,1.66118323802948,Ouro RLTT local,108,
mean_with_norm,1.6507798433303833,1.1287823915481567,0.2609987258911133,1.38978111743927,Ouro RLTT local,108,
mean_without_norm,2.040433645248413,1.4287657737731934,0.30583393573760986,1.7345997095108032,Ouro RLTT local,108,
attention_with_norm,0.8336412906646729,1.2620785236358643,-0.2142186164855957,1.0478599071502686,Ouro RLTT local,109,
attention_without_norm,1.2493056058883667,1.888610601425171,-0.3196524977684021,1.5689581036567688,Ouro RLTT local,109,
mean_with_norm,0.8825284838676453,1.2778466939926147,-0.19765910506248474,1.08018758893013,Ouro RLTT local,109,
mean_without_norm,1.2395964860916138,1.686452865600586,-0.22342818975448608,1.4630246758460999,Ouro RLTT local,109,
attention_with_norm,1.9547455310821533,1.505561113357544,0.2245922088623047,1.7301533222198486,Ouro RLTT local,110,
attention_without_norm,2.4097516536712646,1.7023072242736816,0.3537222146987915,2.056029438972473,Ouro RLTT local,110,
mean_with_norm,2.135138750076294,1.226672649383545,0.4542330503463745,1.6809056997299194,Ouro RLTT local,110,
mean_without_norm,2.476545572280884,1.4635264873504639,0.50650954246521,1.9700360298156738,Ouro RLTT local,110,
attention_with_norm,0.427451491355896,1.9958643913269043,-0.7842064499855042,1.2116579413414001,Ouro RLTT local,111,
attention_without_norm,1.3062503337860107,2.326038122177124,-0.5098938941955566,1.8161442279815674,Ouro RLTT local,111,
mean_with_norm,-0.0002152537927031517,2.1471383571624756,-1.0736768054775894,1.0734615516848862,Ouro RLTT local,111,
mean_without_norm,1.1973607540130615,2.329972505569458,-0.5663058757781982,1.7636666297912598,Ouro RLTT local,111,
attention_with_norm,1.6951825618743896,1.066192865371704,0.3144948482513428,1.3806877136230469,Ouro RLTT local,112,
attention_without_norm,1.9289628267288208,1.4144093990325928,0.257276713848114,1.6716861128807068,Ouro RLTT local,112,
mean_with_norm,1.4504806995391846,0.9490601420402527,0.25071027874946594,1.1997704207897186,Ouro RLTT local,112,
mean_without_norm,1.712753176689148,1.2245488166809082,0.24410218000411987,1.468650996685028,Ouro RLTT local,112,
attention_with_norm,0.5354887843132019,1.1452345848083496,-0.30487290024757385,0.8403616845607758,Ouro RLTT local,113,
attention_without_norm,1.1215667724609375,1.6312516927719116,-0.25484246015548706,1.3764092326164246,Ouro RLTT local,113,
mean_with_norm,1.5525140762329102,0.2452007681131363,0.6536566540598869,0.8988574221730232,Ouro RLTT local,113,
mean_without_norm,1.8570654392242432,0.7211810350418091,0.567942202091217,1.2891232371330261,Ouro RLTT local,113,
attention_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro RLTT local,114,
attention_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro RLTT local,114,
mean_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro RLTT local,114,
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro RLTT local,114,
attention_with_norm,2.207716941833496,0.5876750349998474,0.8100209534168243,1.3976959884166718,Ouro RLTT local,115,
attention_without_norm,2.410041332244873,1.5484744310379028,0.4307834506034851,1.979257881641388,Ouro RLTT local,115,
mean_with_norm,1.9476873874664307,0.722257673740387,0.6127148568630219,1.3349725306034088,Ouro RLTT local,115,
mean_without_norm,2.3928608894348145,1.4827451705932617,0.45505785942077637,1.937803030014038,Ouro RLTT local,115,
attention_with_norm,1.9336981773376465,0.8052977323532104,0.564200222492218,1.3694979548454285,Ouro RLTT local,116,
attention_without_norm,2.241297960281372,1.178876519203186,0.531210720539093,1.710087239742279,Ouro RLTT local,116,
mean_with_norm,0.643089771270752,1.3970544338226318,-0.37698233127593994,1.020072102546692,Ouro RLTT local,116,
mean_without_norm,1.0513454675674438,1.691727638244629,-0.32019108533859253,1.3715365529060364,Ouro RLTT local,116,
attention_with_norm,2.832836389541626,-0.09797181934118271,1.4654041044414043,1.3674322851002216,Ouro RLTT local,117,
attention_without_norm,3.1293864250183105,0.8054828643798828,1.1619517803192139,1.9674346446990967,Ouro RLTT local,117,
mean_with_norm,2.5758373737335205,-0.04694342613220215,1.3113903999328613,1.2644469738006592,Ouro RLTT local,117,
mean_without_norm,2.9658257961273193,0.8200147747993469,1.0729055106639862,1.8929202854633331,Ouro RLTT local,117,
attention_with_norm,-0.34679627418518066,2.0151829719543457,-1.1809896230697632,0.8341933488845825,Ouro RLTT local,118,
attention_without_norm,1.2111338376998901,2.2974061965942383,-0.5431361794471741,1.7542700171470642,Ouro RLTT local,118,
mean_with_norm,0.07679394632577896,1.9532333612442017,-0.9382197074592113,1.0150136537849903,Ouro RLTT local,118,
mean_without_norm,1.0629006624221802,2.393563985824585,-0.6653316617012024,1.7282323241233826,Ouro RLTT local,118,
attention_with_norm,-0.26781243085861206,2.786330223083496,-1.527071326971054,1.259258896112442,Ouro RLTT local,119,
attention_without_norm,0.03236401826143265,3.0340054035186768,-1.500820692628622,1.5331847108900547,Ouro RLTT local,119,
mean_with_norm,-0.4015706181526184,2.2551329135894775,-1.328351765871048,0.9267811477184296,Ouro RLTT local,119,
mean_without_norm,0.009156339801847935,2.5172839164733887,-1.2540637883357704,1.2632201281376183,Ouro RLTT local,119,
attention_with_norm,1.0426208972930908,1.7650377750396729,-0.361208438873291,1.4038293361663818,Ouro RLTT local,120,
attention_without_norm,1.3845208883285522,2.1785528659820557,-0.3970159888267517,1.781536877155304,Ouro RLTT local,120,
mean_with_norm,1.3252662420272827,1.3600687980651855,-0.017401278018951416,1.3426675200462341,Ouro RLTT local,120,
mean_without_norm,1.682226300239563,1.854397177696228,-0.08608543872833252,1.7683117389678955,Ouro RLTT local,120,
attention_with_norm,1.717536211013794,0.9333153963088989,0.3921104073524475,1.3254258036613464,Ouro RLTT local,121,
attention_without_norm,1.8530560731887817,1.3020830154418945,0.2754865288734436,1.5775695443153381,Ouro RLTT local,121,
mean_with_norm,1.9886419773101807,0.35641977190971375,0.8161111027002335,1.1725308746099472,Ouro RLTT local,121,
mean_without_norm,2.1897833347320557,0.8403987288475037,0.674692302942276,1.5150910317897797,Ouro RLTT local,121,
attention_with_norm,2.6577179431915283,0.48508912324905396,1.0863144099712372,1.5714035332202911,Ouro RLTT local,122,
attention_without_norm,2.918858289718628,0.9733052849769592,0.9727765023708344,1.9460817873477936,Ouro RLTT local,122,
mean_with_norm,1.7878761291503906,0.7758516073226929,0.5060122609138489,1.2818638682365417,Ouro RLTT local,122,
mean_without_norm,2.0891034603118896,1.1682047843933105,0.46044933795928955,1.6286541223526,Ouro RLTT local,122,
attention_with_norm,1.587360143661499,0.4133431017398834,0.5870085209608078,1.0003516227006912,Ouro RLTT local,123,
attention_without_norm,1.982621431350708,0.9345743060112,0.524023562669754,1.458597868680954,Ouro RLTT local,123,
mean_with_norm,1.3141618967056274,0.4128691852092743,0.4506463557481766,0.8635155409574509,Ouro RLTT local,123,
mean_without_norm,1.6891785860061646,0.8924676775932312,0.3983554542064667,1.2908231317996979,Ouro RLTT local,123,
attention_with_norm,1.79832923412323,0.762473464012146,0.517927885055542,1.280401349067688,Ouro RLTT local,124,
attention_without_norm,2.2028121948242188,1.1378041505813599,0.5325040221214294,1.6703081727027893,Ouro RLTT local,124,
mean_with_norm,1.7021589279174805,0.5178842544555664,0.592137336730957,1.1100215911865234,Ouro RLTT local,124,
mean_without_norm,2.0948283672332764,0.8624640703201294,0.6161821484565735,1.4786462187767029,Ouro RLTT local,124,
attention_with_norm,1.3985519409179688,1.8065931797027588,-0.20402061939239502,1.6025725603103638,Ouro RLTT local,125,
attention_without_norm,1.8764805793762207,2.1919329166412354,-0.15772616863250732,2.034206748008728,Ouro RLTT local,125,
mean_with_norm,0.8478929400444031,1.2081068754196167,-0.1801069676876068,1.0279999077320099,Ouro RLTT local,125,
mean_without_norm,1.312251091003418,1.696318507194519,-0.19203370809555054,1.5042847990989685,Ouro RLTT local,125,
attention_with_norm,2.491873264312744,0.26581722497940063,1.1130280196666718,1.3788452446460724,Ouro RLTT local,126,
attention_without_norm,2.627037525177002,0.7104882597923279,0.958274632692337,1.668762892484665,Ouro RLTT local,126,
mean_with_norm,2.215541124343872,0.4056006968021393,0.9049702137708664,1.3105709105730057,Ouro RLTT local,126,
mean_without_norm,2.3405330181121826,0.6299959421157837,0.8552685379981995,1.4852644801139832,Ouro RLTT local,126,
attention_with_norm,1.0151506662368774,1.3720591068267822,-0.1784542202949524,1.1936048865318298,Ouro RLTT local,127,
attention_without_norm,1.7173316478729248,1.9506580829620361,-0.11666321754455566,1.8339948654174805,Ouro RLTT local,127,
mean_with_norm,1.5420711040496826,0.07593865692615509,0.7330662235617638,0.8090048804879189,Ouro RLTT local,127,
mean_without_norm,1.971601963043213,1.0616583824157715,0.4549717903137207,1.5166301727294922,Ouro RLTT local,127,
attention_with_norm,0.47830405831336975,1.9867653846740723,-0.7542306631803513,1.232534721493721,Ouro RLTT local,128,
attention_without_norm,1.21617591381073,2.4144439697265625,-0.5991340279579163,1.8153099417686462,Ouro RLTT local,128,
mean_with_norm,0.8255725502967834,1.4714009761810303,-0.3229142129421234,1.1484867632389069,Ouro RLTT local,128,
mean_without_norm,1.5161805152893066,1.974331021308899,-0.22907525300979614,1.7452557682991028,Ouro RLTT local,128,
attention_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro RLTT local,129,
attention_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro RLTT local,129,
mean_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro RLTT local,129,
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro RLTT local,129,
attention_with_norm,2.647181272506714,-0.12521398067474365,1.3861976265907288,1.260983645915985,Ouro RLTT local,130,
attention_without_norm,2.8001058101654053,0.8944445252418518,0.9528306424617767,1.8472751677036285,Ouro RLTT local,130,
mean_with_norm,1.9203141927719116,0.5233339071273804,0.6984901428222656,1.221824049949646,Ouro RLTT local,130,
mean_without_norm,2.16591477394104,1.4485994577407837,0.3586576581001282,1.8072571158409119,Ouro RLTT local,130,
attention_with_norm,0.9119129776954651,1.3038678169250488,-0.19597741961479187,1.107890397310257,Ouro RLTT local,131,
attention_without_norm,1.7546417713165283,1.8070149421691895,-0.026186585426330566,1.7808283567428589,Ouro RLTT local,131,
mean_with_norm,0.9646485447883606,1.083172082901001,-0.05926176905632019,1.0239103138446808,Ouro RLTT local,131,
mean_without_norm,1.7320154905319214,1.8241673707962036,-0.04607594013214111,1.7780914306640625,Ouro RLTT local,131,
attention_with_norm,1.8364986181259155,0.896806538105011,0.46984604001045227,1.3666525781154633,Ouro RLTT local,132,
attention_without_norm,2.283282995223999,1.2582712173461914,0.5125058889389038,1.7707771062850952,Ouro RLTT local,132,
mean_with_norm,1.6570563316345215,0.3322855830192566,0.6623853743076324,0.994670957326889,Ouro RLTT local,132,
mean_without_norm,2.033169984817505,0.7529054284095764,0.6401322782039642,1.3930377066135406,Ouro RLTT local,132,
attention_with_norm,2.134359359741211,0.6257829666137695,0.7542881965637207,1.3800711631774902,Ouro RLTT local,133,
attention_without_norm,2.386418342590332,1.0406495332717896,0.6728844046592712,1.7135339379310608,Ouro RLTT local,133,
mean_with_norm,1.9994468688964844,0.3633384108543396,0.8180542290210724,1.181392639875412,Ouro RLTT local,133,
mean_without_norm,2.2564897537231445,0.701653778553009,0.7774179875850677,1.4790717661380768,Ouro RLTT local,133,
attention_with_norm,2.2278358936309814,0.2925370931625366,0.9676494002342224,1.260186493396759,Ouro RLTT local,134,
attention_without_norm,2.385132074356079,1.49354887008667,0.4457916021347046,1.9393404722213745,Ouro RLTT local,134,
mean_with_norm,1.9867677688598633,0.25106048583984375,0.8678536415100098,1.1189141273498535,Ouro RLTT local,134,
mean_without_norm,2.2949140071868896,1.1275677680969238,0.5836731195449829,1.7112408876419067,Ouro RLTT local,134,
attention_with_norm,1.5895886421203613,0.7838823795318604,0.4028531312942505,1.1867355108261108,Ouro RLTT local,135,
attention_without_norm,2.2165374755859375,1.4941861629486084,0.36117565631866455,1.855361819267273,Ouro RLTT local,135,
mean_with_norm,1.2811477184295654,1.0927406549453735,0.09420353174209595,1.1869441866874695,Ouro RLTT local,135,
mean_without_norm,2.1006295680999756,1.6853432655334473,0.20764315128326416,1.8929864168167114,Ouro RLTT local,135,
attention_with_norm,1.180975317955017,1.1775879859924316,0.0016936659812927246,1.1792816519737244,Ouro RLTT local,136,
attention_without_norm,1.8369460105895996,1.7649304866790771,0.03600776195526123,1.8009382486343384,Ouro RLTT local,136,
mean_with_norm,0.4512646496295929,1.5557212829589844,-0.5522283166646957,1.0034929662942886,Ouro RLTT local,136,
mean_without_norm,1.423371434211731,2.0606167316436768,-0.3186226487159729,1.7419940829277039,Ouro RLTT local,136,
attention_with_norm,2.9136993885040283,0.1592457890510559,1.3772267997264862,1.5364725887775421,Ouro RLTT local,137,
attention_without_norm,2.355618715286255,1.5018367767333984,0.4268909692764282,1.9287277460098267,Ouro RLTT local,137,
mean_with_norm,2.3666484355926514,0.3960106372833252,0.9853188991546631,1.3813295364379883,Ouro RLTT local,137,
mean_without_norm,2.4065701961517334,1.4474509954452515,0.47955960035324097,1.9270105957984924,Ouro RLTT local,137,
attention_with_norm,0.44167399406433105,1.9347844123840332,-0.7465552091598511,1.1882292032241821,Ouro RLTT local,138,
attention_without_norm,1.3614401817321777,2.35077166557312,-0.4946657419204712,1.856105923652649,Ouro RLTT local,138,
mean_with_norm,-0.18430395424365997,2.123666763305664,-1.153985358774662,0.969681404531002,Ouro RLTT local,138,
mean_without_norm,0.6725229620933533,2.5739431381225586,-0.9507100880146027,1.623233050107956,Ouro RLTT local,138,
attention_with_norm,2.8168303966522217,-0.05350320041179657,1.4351667985320091,1.3816635981202126,Ouro RLTT local,139,
attention_without_norm,2.9978654384613037,0.7110437750816345,1.1434108316898346,1.8544546067714691,Ouro RLTT local,139,
mean_with_norm,3.274629831314087,-0.1554250866174698,1.7150274589657784,1.5596023723483086,Ouro RLTT local,139,
mean_without_norm,3.3980913162231445,0.3131670653820038,1.5424621254205704,1.8556291908025742,Ouro RLTT local,139,
attention_with_norm,0.6455615162849426,1.337045669555664,-0.3457420766353607,0.9913035929203033,Ouro RLTT local,140,
attention_without_norm,1.3415415287017822,1.87601900100708,-0.2672387361526489,1.6087802648544312,Ouro RLTT local,140,
mean_with_norm,0.8551638126373291,1.1576993465423584,-0.15126776695251465,1.0064315795898438,Ouro RLTT local,140,
mean_without_norm,1.5329445600509644,1.7597191333770752,-0.11338728666305542,1.6463318467140198,Ouro RLTT local,140,
attention_with_norm,0.8394151329994202,1.6157758235931396,-0.38818034529685974,1.22759547829628,Ouro RLTT local,141,
attention_without_norm,1.3884384632110596,1.9083259105682373,-0.25994372367858887,1.6483821868896484,Ouro RLTT local,141,
mean_with_norm,1.9984711408615112,0.49228888750076294,0.7530911266803741,1.245380014181137,Ouro RLTT local,141,
mean_without_norm,2.4409749507904053,1.0211622714996338,0.7099063396453857,1.7310686111450195,Ouro RLTT local,141,
attention_with_norm,2.0503857135772705,0.13524030148983002,0.9575727060437202,1.0928130075335503,Ouro RLTT local,142,
attention_without_norm,2.3771746158599854,0.7133156061172485,0.8319295048713684,1.545245110988617,Ouro RLTT local,142,
mean_with_norm,1.2231006622314453,0.9704434275627136,0.12632861733436584,1.0967720448970795,Ouro RLTT local,142,
mean_without_norm,1.5714703798294067,1.4004206657409668,0.08552485704421997,1.4859455227851868,Ouro RLTT local,142,
attention_with_norm,0.4530341327190399,2.367755174636841,-0.9573605209589005,1.4103946536779404,Ouro RLTT local,143,
attention_without_norm,1.070117473602295,2.7630789279937744,-0.8464807271957397,1.9165982007980347,Ouro RLTT local,143,
mean_with_norm,0.7885602116584778,1.9525525569915771,-0.5819961726665497,1.3705563843250275,Ouro RLTT local,143,
mean_without_norm,1.227736473083496,2.5544538497924805,-0.6633586883544922,1.8910951614379883,Ouro RLTT local,143,
attention_with_norm,1.8164646625518799,0.3534349799156189,0.7315148413181305,1.0849498212337494,Ouro RLTT local,144,
attention_without_norm,2.119030237197876,1.456594705581665,0.33121776580810547,1.7878124713897705,Ouro RLTT local,144,
mean_with_norm,2.3812928199768066,-0.15867812931537628,1.2699854746460915,1.1113073453307152,Ouro RLTT local,144,
mean_without_norm,2.478327989578247,0.9836731553077698,0.7473274171352386,1.7310005724430084,Ouro RLTT local,144,
attention_with_norm,0.7842040657997131,1.3326451778411865,-0.2742205560207367,1.0584246218204498,Ouro RLTT local,145,
attention_without_norm,1.657576322555542,1.9167474508285522,-0.12958556413650513,1.7871618866920471,Ouro RLTT local,145,
mean_with_norm,0.8070185780525208,0.7067916989326477,0.05011343955993652,0.7569051384925842,Ouro RLTT local,145,
mean_without_norm,1.463547945022583,1.568511724472046,-0.052481889724731445,1.5160298347473145,Ouro RLTT local,145,
attention_with_norm,2.1527259349823,0.9469782114028931,0.6028738617897034,1.5498520731925964,Ouro RLTT local,146,
attention_without_norm,1.7860562801361084,1.7947261333465576,-0.004334926605224609,1.790391206741333,Ouro RLTT local,146,
mean_with_norm,1.6266231536865234,1.15303373336792,0.23679471015930176,1.3898284435272217,Ouro RLTT local,146,
mean_without_norm,1.8105559349060059,1.914825439453125,-0.05213475227355957,1.8626906871795654,Ouro RLTT local,146,
attention_with_norm,-0.6783221960067749,3.029339551925659,-1.853830873966217,1.1755086779594421,Ouro RLTT local,147,
attention_without_norm,1.125303030014038,2.598389148712158,-0.7365430593490601,1.8618460893630981,Ouro RLTT local,147,
mean_with_norm,-0.5189253687858582,2.23429799079895,-1.3766116797924042,0.857686311006546,Ouro RLTT local,147,
mean_without_norm,1.2326942682266235,2.3011438846588135,-0.534224808216095,1.7669190764427185,Ouro RLTT local,147,
attention_with_norm,2.3462913036346436,0.5015172362327576,0.922387033700943,1.4239042699337006,Ouro RLTT local,148,
attention_without_norm,2.8151652812957764,1.1006107330322266,0.8572772741317749,1.9578880071640015,Ouro RLTT local,148,
mean_with_norm,0.9921407103538513,0.8523938059806824,0.06987345218658447,0.9222672581672668,Ouro RLTT local,148,
mean_without_norm,1.5075916051864624,1.3450982570648193,0.08124667406082153,1.4263449311256409,Ouro RLTT local,148,
attention_with_norm,1.895819067955017,0.9879629611968994,0.45392805337905884,1.4418910145759583,Ouro RLTT local,149,
attention_without_norm,2.3759448528289795,1.4304087162017822,0.47276806831359863,1.9031767845153809,Ouro RLTT local,149,
mean_with_norm,1.4829124212265015,0.9905376434326172,0.24618738889694214,1.2367250323295593,Ouro RLTT local,149,
mean_without_norm,2.1188857555389404,1.4148533344268799,0.3520162105560303,1.7668695449829102,Ouro RLTT local,149,
attention_with_norm,0.40186405181884766,2.3346803188323975,-0.9664081335067749,1.3682721853256226,Ouro RLTT local,150,
attention_without_norm,0.9164815545082092,2.580637216567993,-0.832077831029892,1.7485593855381012,Ouro RLTT local,150,
mean_with_norm,0.6362307667732239,1.8345999717712402,-0.5991846024990082,1.235415369272232,Ouro RLTT local,150,
mean_without_norm,1.030912160873413,2.0724196434020996,-0.5207537412643433,1.5516659021377563,Ouro RLTT local,150,
attention_with_norm,2.3262383937835693,0.474736750125885,0.9257508218288422,1.4004875719547272,Ouro RLTT local,151,
attention_without_norm,2.3442087173461914,1.3976974487304688,0.47325563430786133,1.87095308303833,Ouro RLTT local,151,
mean_with_norm,1.7529542446136475,0.6041566133499146,0.5743988156318665,1.178555428981781,Ouro RLTT local,151,
mean_without_norm,2.1539385318756104,1.5337073802947998,0.3101155757904053,1.843822956085205,Ouro RLTT local,151,
attention_with_norm,1.8473541736602783,0.40685606002807617,0.7202490568161011,1.1271051168441772,Ouro RLTT local,152,
attention_without_norm,2.2288191318511963,1.352361798286438,0.43822866678237915,1.7905904650688171,Ouro RLTT local,152,
mean_with_norm,1.4758409261703491,0.6666911244392395,0.4045749008655548,1.0712660253047943,Ouro RLTT local,152,
mean_without_norm,1.9534188508987427,1.5735812187194824,0.18991881608963013,1.7635000348091125,Ouro RLTT local,152,
attention_with_norm,1.409053087234497,1.4901694059371948,-0.04055815935134888,1.449611246585846,Ouro RLTT local,153,
attention_without_norm,1.7466914653778076,2.0631649494171143,-0.15823674201965332,1.904928207397461,Ouro RLTT local,153,
mean_with_norm,1.6890313625335693,0.0962151512503624,0.7964081056416035,0.8926232568919659,Ouro RLTT local,153,
mean_without_norm,2.1584725379943848,0.9910485744476318,0.5837119817733765,1.5747605562210083,Ouro RLTT local,153,
attention_with_norm,1.1970996856689453,1.6429624557495117,-0.2229313850402832,1.4200310707092285,Ouro RLTT local,154,
attention_without_norm,1.9623212814331055,1.905531406402588,0.02839493751525879,1.9339263439178467,Ouro RLTT local,154,
mean_with_norm,0.201682448387146,1.5567270517349243,-0.6775223016738892,0.8792047500610352,Ouro RLTT local,154,
mean_without_norm,1.2899008989334106,2.079404592514038,-0.3947518467903137,1.6846527457237244,Ouro RLTT local,154,
attention_with_norm,-0.25307804346084595,2.8103091716766357,-1.5316936075687408,1.278615564107895,Ouro RLTT local,155,
attention_without_norm,0.466877281665802,3.03406023979187,-1.283591479063034,1.750468760728836,Ouro RLTT local,155,
mean_with_norm,-0.3693792521953583,2.733044385910034,-1.5512118190526962,1.181832566857338,Ouro RLTT local,155,
mean_without_norm,0.419409841299057,2.9715330600738525,-1.2760616093873978,1.6954714506864548,Ouro RLTT local,155,
attention_with_norm,2.3676388263702393,0.09925275295972824,1.1341930367052555,1.2334457896649837,Ouro RLTT local,156,
attention_without_norm,2.5391902923583984,0.692309558391571,0.9234403669834137,1.6157499253749847,Ouro RLTT local,156,
mean_with_norm,1.7935866117477417,0.3636428117752075,0.7149718999862671,1.0786147117614746,Ouro RLTT local,156,
mean_without_norm,2.0439975261688232,0.8468175530433655,0.5985899865627289,1.4454075396060944,Ouro RLTT local,156,
attention_with_norm,1.7074283361434937,0.5365378260612488,0.5854452550411224,1.1219830811023712,Ouro RLTT local,157,
attention_without_norm,2.0865087509155273,1.5282789468765259,0.27911490201950073,1.8073938488960266,Ouro RLTT local,157,
mean_with_norm,0.5229844450950623,1.2274088859558105,-0.35221222043037415,0.8751966655254364,Ouro RLTT local,157,
mean_without_norm,1.5535942316055298,1.842334270477295,-0.14437001943588257,1.6979642510414124,Ouro RLTT local,157,
attention_with_norm,2.250746250152588,0.27140799164772034,0.9896691292524338,1.2610771209001541,Ouro RLTT local,158,
attention_without_norm,2.39640212059021,1.3054544925689697,0.5454738140106201,1.8509283065795898,Ouro RLTT local,158,
mean_with_norm,2.5863959789276123,-0.05066933482885361,1.318532656878233,1.2678633220493793,Ouro RLTT local,158,
mean_without_norm,2.7476072311401367,0.9275216460227966,0.91004279255867,1.8375644385814667,Ouro RLTT local,158,
attention_with_norm,2.5715034008026123,-0.2289348989725113,1.4002191498875618,1.1712842509150505,Ouro RLTT local,159,
attention_without_norm,2.7586352825164795,0.24421508610248566,1.257210098206997,1.5014251843094826,Ouro RLTT local,159,
mean_with_norm,2.3730061054229736,-0.07055265456438065,1.2217793799936771,1.1512267254292965,Ouro RLTT local,159,
mean_without_norm,2.5026605129241943,0.24684526026248932,1.1279076263308525,1.3747528865933418,Ouro RLTT local,159,
attention_with_norm,2.2685487270355225,0.6859498023986816,0.7912994623184204,1.477249264717102,Ouro RLTT local,160,
attention_without_norm,2.492521286010742,1.5321109294891357,0.4802051782608032,2.012316107749939,Ouro RLTT local,160,
mean_with_norm,0.9053961634635925,1.5721352100372314,-0.33336952328681946,1.238765686750412,Ouro RLTT local,160,
mean_without_norm,1.4411461353302002,2.279940605163574,-0.419397234916687,1.8605433702468872,Ouro RLTT local,160,
attention_with_norm,0.9539188742637634,1.7025363445281982,-0.3743087351322174,1.3282276093959808,Ouro RLTT local,161,
attention_without_norm,1.175508975982666,1.976245403289795,-0.40036821365356445,1.5758771896362305,Ouro RLTT local,161,
mean_with_norm,1.3586523532867432,0.9717994332313538,0.1934264600276947,1.1652258932590485,Ouro RLTT local,161,
mean_without_norm,1.5304925441741943,1.2431566715240479,0.14366793632507324,1.386824607849121,Ouro RLTT local,161,
attention_with_norm,2.3912830352783203,0.6252115964889526,0.8830357193946838,1.5082473158836365,Ouro RLTT local,162,
attention_without_norm,2.3900554180145264,1.5488896369934082,0.4205828905105591,1.9694725275039673,Ouro RLTT local,162,
mean_with_norm,2.412554979324341,0.5060812830924988,0.953236848115921,1.4593181312084198,Ouro RLTT local,162,
mean_without_norm,2.7149088382720947,1.1369224786758423,0.7889931797981262,1.9259156584739685,Ouro RLTT local,162,
attention_with_norm,0.8399702310562134,1.7275984287261963,-0.44381409883499146,1.2837843298912048,Ouro RLTT local,163,
attention_without_norm,1.9470493793487549,1.8548288345336914,0.04611027240753174,1.9009391069412231,Ouro RLTT local,163,
mean_with_norm,0.025082062929868698,2.0348455905914307,-1.004881763830781,1.0299638267606497,Ouro RLTT local,163,
mean_without_norm,1.3201088905334473,2.1887946128845215,-0.4343428611755371,1.7544517517089844,Ouro RLTT local,163,
attention_with_norm,1.637946605682373,1.255090355873108,0.19142812490463257,1.4465184807777405,Ouro RLTT local,164,
attention_without_norm,1.8796501159667969,1.687363862991333,0.09614312648773193,1.783506989479065,Ouro RLTT local,164,
mean_with_norm,1.6871168613433838,1.0234054327011108,0.3318557143211365,1.3552611470222473,Ouro RLTT local,164,
mean_without_norm,1.9716291427612305,1.4750850200653076,0.24827206134796143,1.723357081413269,Ouro RLTT local,164,
attention_with_norm,1.2684075832366943,1.1924071311950684,0.03800022602081299,1.2304073572158813,Ouro RLTT local,165,
attention_without_norm,1.8665659427642822,1.5778367519378662,0.144364595413208,1.7222013473510742,Ouro RLTT local,165,
mean_with_norm,1.191490650177002,1.5324585437774658,-0.17048394680023193,1.3619745969772339,Ouro RLTT local,165,
mean_without_norm,1.7391297817230225,1.91982901096344,-0.09034961462020874,1.8294793963432312,Ouro RLTT local,165,
attention_with_norm,1.6091082096099854,0.7869462966918945,0.4110809564590454,1.19802725315094,Ouro RLTT local,166,
attention_without_norm,1.9746061563491821,1.6244518756866455,0.1750771403312683,1.7995290160179138,Ouro RLTT local,166,
mean_with_norm,2.2217531204223633,0.2877269685268402,0.9670130759477615,1.2547400444746017,Ouro RLTT local,166,
mean_without_norm,2.583684206008911,1.2778431177139282,0.6529205441474915,1.9307636618614197,Ouro RLTT local,166,
attention_with_norm,1.4446663856506348,0.40171611309051514,0.5214751362800598,0.923191249370575,Ouro RLTT local,167,
attention_without_norm,1.9034343957901,1.560033917427063,0.17170023918151855,1.7317341566085815,Ouro RLTT local,167,
mean_with_norm,1.2484959363937378,0.5385035872459412,0.3549961745738983,0.8934997618198395,Ouro RLTT local,167,
mean_without_norm,1.7829868793487549,1.3868176937103271,0.19808459281921387,1.584902286529541,Ouro RLTT local,167,
attention_with_norm,-0.392469584941864,3.0585153102874756,-1.7254924476146698,1.3330228626728058,Ouro RLTT local,168,
attention_without_norm,0.5029112100601196,3.27508807182312,-1.3860884308815002,1.8889996409416199,Ouro RLTT local,168,
mean_with_norm,-0.04103298485279083,2.294360876083374,-1.1676969304680824,1.1266639456152916,Ouro RLTT local,168,
mean_without_norm,0.5879013538360596,2.6726558208465576,-1.042377233505249,1.6302785873413086,Ouro RLTT local,168,
attention_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro RLTT local,169,
attention_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro RLTT local,169,
mean_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro RLTT local,169,
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro RLTT local,169,
